	galpluslys	galminuslys	highgluc	lowgluc
YPL222W	-1.4213605238591498	-1.4519864488648302		
YPL226W	1.7720006329489801			
YPL227C		1.10711198824658		
YPL229W			-1.2627297934865802	
YPL239W	1.07690035762098	1.38675347252449		
YPL240C	1.49900271118211	1.54946338097902	2.11807329257202	
YPL242C			1.01180306949855	
YPL245W		1.13833675843543		
YPL247C			1.09377715075462	
YPL249C-A	1.2162276794775402			
YPL250C	1.9016305717654398	1.8870153846842501	-0.8901513535715901	1.83110867446627
YPL252C			-1.05653281458099	-1.00957979305575
YPL256C	1.53972589413717		1.36382679342219	
YPL262W		1.07774881729059		
YPL263C	1.18283882270247	1.5373997733739702		
YPL266W		1.3470251427028501		
YPL271W			-1.0165641228839999	
YPL272C			1.18455718514982	
YPL274W			-1.94739287359635	
YPR001W		-1.20318553320949		
YPR002W			1.2793744563698248	1.5051534759200902
YPR006C	1.473241373651	1.54093697499899		
YPR009W	1.76817007842908	2.02888465582232		1.27581979238277
YPR010C	2.10202599567209			
YPR010C-A			-1.14740982527159	
YPR013C		1.00871570356647	1.049687993823375	
YPR033C	1.184634306986	1.44614476316618		
YPR035W	2.33346235863417	1.88767835900502		
YPR036W-A			1.1504449827691001	1.53183220856577
YPR043W	1.7572579171600602			
YPR051W			-1.09385108526393	
YPR057W			-1.07277877762437	
YPR058W			-1.74210416434939	
YPR065W	1.54787289643113	1.18774144399341	1.0443235280806633	
YPR066W	-1.03832504435641			
YPR073C		1.04435042492613		
YPR074C	2.6527411564913503	2.11771978761507		
YPR094W	1.33072517850085	1.49021844503602		
YPR098C			-1.1629509577204324	
YPR100W			-1.13091269952024	
YPR102C	1.3308822558404299			
YPR110C	1.74506831270396	1.31368486078255		
YPR124W	1.00867221560232			
YPR125W	1.1937525689392101	1.51977422740695		
YPR138C	1.49583283096728	1.95849880381836		-1.27831810029104
YPR145W	1.98147288576232	2.03404268060987		
YPR146C			-1.22468744203316	
YPR149W			-2.07644580397224	
YPR157W	3.06764876894625	3.43326312590748	-1.65422167692372	-1.1848924325296002
YPR158W	2.09716723846995	2.69138159591091		
YPR167C	1.82443798759278	1.6848614194143399		
YPR172W	-1.26725191347115	-1.8250793361132198		
YPR175W	1.2394084997889598	2.2476369777495604		
YPR182W			-1.1099482228525201	
YPR185W		-1.34827862933743		
YPR186C	1.05719627832714			
YPR190C	1.7154753053065	1.39989786359522		
YPR191W			-1.1020369726182	
YPR196W		1.2932719129866799	1.1223775851009798	
